"URL";"Product Name";"Product ID";"Listing Price";"Sale Price";"Discount";"Brand";"Description";"Rating";"Reviews";"Images";"Last Visited"
"https://shop.adidas.co.in/#!product/AH2430_nmd_racerpkw";"Women's adidas Originals NMD_Racer Primeknit Shoes";"AH2430";14999;7499;50;"ORIGINALS";"Channeling the streamlined look of an '80s racer, these shoes are updated with modern features. The foot-hugging adidas Primeknit upper offers a soft, breathable feel. The Boost midsole provides responsive comfort accented with a contrast-color EVA heel plug. Embroidered details add a distinctive finish.";0;0;"[""https://content.adidas.co.in/static/Product-AH2430/WOMEN_Originals_SHOES_LOW_AH2430_1.jpg"",""https://content.adidas.co.in/static/Product-AH2430/WOMEN_Originals_SHOES_LOW_AH2430_2.jpg"",""https://content.adidas.co.in/static/Product-AH2430/WOMEN_Originals_SHOES_LOW_AH2430_3.jpg"",""https://content.adidas.co.in/static/Product-AH2430/WOMEN_Originals_SHOES_LOW_AH2430_4.jpg"",""https://content.adidas.co.in/static/Product-AH2430/WOMEN_Originals_SHOES_LOW_AH2430_5.jpg"",""https://content.adidas.co.in/static/Product-AH2430/WOMEN_Originals_SHOES_LOW_AH2430_6.jpg""]";2020-04-13T15:06:14
"https://shop.adidas.co.in/#!product/G27341_adidassleekw";"Women's adidas Originals Sleek Shoes";"G27341";7599;3799;50;"ORIGINALS";"A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles.";0;0;"[""https://content.adidas.co.in/static/Product-G27341/WOMEN_Originals_SHOES_LOW_G27341_1.jpg"",""https://content.adidas.co.in/static/Product-G27341/WOMEN_Originals_SHOES_LOW_G27341_2.jpg"",""https://content.adidas.co.in/static/Product-G27341/WOMEN_Originals_SHOES_LOW_G27341_3.jpg"",""https://content.adidas.co.in/static/Product-G27341/WOMEN_Originals_SHOES_LOW_G27341_4.jpg"",""https://content.adidas.co.in/static/Product-G27341/WOMEN_Originals_SHOES_LOW_G27341_5.jpg"",""https://content.adidas.co.in/static/Product-G27341/WOMEN_Originals_SHOES_LOW_G27341_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/CM0081_pukaws";"Women's adidas Swim Puka Slippers ";"CM0081";999;599;40;"CORE / NEO";"These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.";0;0;"[""https://content.adidas.co.in/static/Product-CM0081/Men_SWIM_SLIDES_CM0081_1.jpg"",""https://content.adidas.co.in/static/Product-CM0081/Men_SWIM_SLIDES_CM0081_2.jpg"",""https://content.adidas.co.in/static/Product-CM0081/Men_SWIM_SLIDES_CM0081_3.jpg"",""https://content.adidas.co.in/static/Product-CM0081/Men_SWIM_SLIDES_CM0081_4.jpg"",""https://content.adidas.co.in/static/Product-CM0081/Men_SWIM_SLIDES_CM0081_5.jpg"",""https://content.adidas.co.in/static/Product-CM0081/Men_SWIM_SLIDES_CM0081_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/B44832_questarride";"Women's adidas Sport Inspired Questar Ride Shoes";"B44832";6999;3499;50;"CORE / NEO";"Inspired by modern tech runners, these women's shoes step out with unexpected style. They're built with a breathable knit upper, while the heel offers the extra support of an Achilles-hugging design. The cushioned midsole provides a soft landing with every stride.";0;0;"[""https://content.adidas.co.in/static/Product-B44832/Women_CORE_RUNNING_SHOES_LOW_B44832_1.jpg"",""https://content.adidas.co.in/static/Product-B44832/Women_CORE_RUNNING_SHOES_LOW_B44832_2.jpg"",""https://content.adidas.co.in/static/Product-B44832/Women_CORE_RUNNING_SHOES_LOW_B44832_3.jpg"",""https://content.adidas.co.in/static/Product-B44832/Women_CORE_RUNNING_SHOES_LOW_B44832_4.jpg"",""https://content.adidas.co.in/static/Product-B44832/Women_CORE_RUNNING_SHOES_LOW_B44832_5.jpg"",""https://content.adidas.co.in/static/Product-B44832/Women_CORE_RUNNING_SHOES_LOW_B44832_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/D98205_taekwondow";"Women's adidas Originals Taekwondo Shoes";"D98205";7999;3999;50;"ORIGINALS";"This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. The canvas shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole.";0;0;"[""https://content.adidas.co.in/static/Product-D98205/WOMEN_Originals_SHOES_LOW_D98205_1.jpg"",""https://content.adidas.co.in/static/Product-D98205/WOMEN_Originals_SHOES_LOW_D98205_2.jpg"",""https://content.adidas.co.in/static/Product-D98205/WOMEN_Originals_SHOES_LOW_D98205_3.jpg"",""https://content.adidas.co.in/static/Product-D98205/WOMEN_Originals_SHOES_LOW_D98205_4.jpg"",""https://content.adidas.co.in/static/Product-D98205/WOMEN_Originals_SHOES_LOW_D98205_5.jpg"",""https://content.adidas.co.in/static/Product-D98205/WOMEN_Originals_SHOES_LOW_D98205_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/B75586_duramolite20";"Women's adidas Sport Inspired Duramo Lite 2.0 Shoes";"B75586";4799;1920;60;"CORE / NEO";"Refine your interval training in these women's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure. ";0;0;"[""https://content.adidas.co.in/static/Product-B75586/WOMEN_core_SHOES_B75586_1.jpg"",""https://content.adidas.co.in/static/Product-B75586/WOMEN_core_SHOES_B75586_2.jpg"",""https://content.adidas.co.in/static/Product-B75586/WOMEN_core_SHOES_B75586_3.jpg"",""https://content.adidas.co.in/static/Product-B75586/WOMEN_core_SHOES_B75586_4.jpg"",""https://content.adidas.co.in/static/Product-B75586/WOMEN_core_SHOES_B75586_5.jpg"",""https://content.adidas.co.in/static/Product-B75586/WOMEN_core_SHOES_B75586_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/CG4051_duramolite20";"Women's adidas Sport Inspired Duramo Lite 2.0 Shoes";"CG4051";4799;2399;50;"CORE / NEO";"Refine your interval training in these women's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure. ";0;0;"[""https://content.adidas.co.in/static/Product-CG4051/WOMEN_core_SHOES_CG4051_1.jpg"",""https://content.adidas.co.in/static/Product-CG4051/WOMEN_core_SHOES_CG4051_2.jpg"",""https://content.adidas.co.in/static/Product-CG4051/WOMEN_core_SHOES_CG4051_3.jpg"",""https://content.adidas.co.in/static/Product-CG4051/WOMEN_core_SHOES_CG4051_4.jpg"",""https://content.adidas.co.in/static/Product-CG4051/WOMEN_core_SHOES_CG4051_5.jpg"",""https://content.adidas.co.in/static/Product-CG4051/WOMEN_core_SHOES_CG4051_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/CM0080_pukaws";"Women's adidas Swim Puka Slippers ";"CM0080";999;599;40;"CORE / NEO";"These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.";0;0;"[""https://content.adidas.co.in/static/Product-CM0080/Men_SWIM_SLIDES_CM0080_1.jpg"",""https://content.adidas.co.in/static/Product-CM0080/Men_SWIM_SLIDES_CM0080_2.jpg"",""https://content.adidas.co.in/static/Product-CM0080/Men_SWIM_SLIDES_CM0080_3.jpg"",""https://content.adidas.co.in/static/Product-CM0080/Men_SWIM_SLIDES_CM0080_4.jpg"",""https://content.adidas.co.in/static/Product-CM0080/Men_SWIM_SLIDES_CM0080_5.jpg"",""https://content.adidas.co.in/static/Product-CM0080/Men_SWIM_SLIDES_CM0080_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/B75990_duramo9";"WOMEN'S ADIDAS RUNNING DURAMO 9 SHOES";"B75990";5599;2799;50;"CORE / NEO";"These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.";0;0;"[""https://content.adidas.co.in/static/Product-B75990/Women_RUNNING_SHOES_LOW_B75990_1.jpg"",""https://content.adidas.co.in/static/Product-B75990/Women_RUNNING_SHOES_LOW_B75990_2.jpg"",""https://content.adidas.co.in/static/Product-B75990/Women_RUNNING_SHOES_LOW_B75990_3.jpg"",""https://content.adidas.co.in/static/Product-B75990/Women_RUNNING_SHOES_LOW_B75990_4.jpg"",""https://content.adidas.co.in/static/Product-B75990/Women_RUNNING_SHOES_LOW_B75990_5.jpg"",""https://content.adidas.co.in/static/Product-B75990/Women_RUNNING_SHOES_LOW_B75990_6.jpg""]";2020-04-13T15:06:15
"https://shop.adidas.co.in/#!product/EE5761_forestgrove";"Men's adidas Originals Forest Grove Shoes";"EE5761";6599;3959;40;"ORIGINALS";"The Forest Grove brings back the look of the adidas Oregon running design from the '80s. A favourite for marathon training, it had a distinctive look and feel with shock-absorbing cushioning and a web-wrapped midsole. These streetwear shoes echo the original look with a textured nubuck and mesh upper. A web overlay on the midsole adds authentic Oregon style.";0;0;"[""https://content.adidas.co.in/static/Product-EE5761/Men_ORIGINALS_SHOES_LOW_EE5761_1.jpg"",""https://content.adidas.co.in/static/Product-EE5761/Men_ORIGINALS_SHOES_LOW_EE5761_2.jpg"",""https://content.adidas.co.in/static/Product-EE5761/Men_ORIGINALS_SHOES_LOW_EE5761_3.jpg"",""https://content.adidas.co.in/static/Product-EE5761/Men_ORIGINALS_SHOES_LOW_EE5761_4.jpg"",""https://content.adidas.co.in/static/Product-EE5761/Men_ORIGINALS_SHOES_LOW_EE5761_5.jpg"",""https://content.adidas.co.in/static/Product-EE5761/Men_ORIGINALS_SHOES_LOW_EE5761_6.jpg""]";2020-04-13T15:06:15
